prompt,response
"151,519,6,50,2011-06-05 00:00:00,2011-06-16 00:00:00,2011-06-05 00:00:00,2011-06-23 00:00:00,3.0000,36.75,36.75,2011-06-23 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"27,446466105,adventure-works\jo0,Production Supervisor - WC60,1956-10-08,S,F,2008-02-27,False,80,60,True,83ffaac6-b895-481f-b897-14f965d4da47,2014-06-30 00:00:00,/3/1/1/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'loginid': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'jobtitle': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'birthdate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'maritalstatus': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'gender': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'hiredate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'salariedflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'vacationhours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'currentflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'organizationnode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}}"
"156,2009-01-11 00:00:00,14,1,2014-06-30 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'ratechangedate': {'type': 'timestamp without time zone', 'constraints': ['PRIMARY KEY']}, 'rate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'payfrequency': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"125,139-555-0120,1,2009-01-13 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'phonenumber': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'phonenumbertypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"190,123,2,cda7a101-3c23-4b3c-8162-39e9b86c29f5,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"87,434-555-0133,1,2008-12-15 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'phonenumber': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'phonenumbertypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"319,1578,19,46.27,48.5835,2011-08-29 00:00:00,100,1000,,EA ,2011-08-29 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'averageleadtime': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'standardprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'minorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'maxorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'onorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'unitmeasurecode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"122,586486572,adventure-works\susan0,Stocker,1978-02-17,S,F,2008-12-07,False,97,68,True,923ecfd6-e202-429a-9141-6cb183531439,2014-06-30 00:00:00,/3/1/12/1/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'loginid': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'jobtitle': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'birthdate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'maritalstatus': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'gender': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'hiredate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'salariedflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'vacationhours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'currentflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'organizationnode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}}"
"93,4,4,257,1690,5,2012-02-27 00:00:00,2012-03-07 00:00:00,146.286,11.7029,3.6572,2012-03-07 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'employeeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'vendorid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"83,950,6,50,2011-06-03 00:00:00,2011-06-14 00:00:00,2011-06-03 00:00:00,2011-06-19 00:00:00,3.0000,36.75,36.75,2011-06-19 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"6,International Marketing Manager,2008-04-30 00:00:00","{'contacttypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"131,117,2,de4e0e85-ccfc-4951-9067-ffad6130ae41,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"274,2013-11-30 00:00:00,84000,7cea47b5-8391-4414-a866-ff6ec6628cd3,2013-10-16 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'quotadate': {'type': 'timestamp without time zone', 'constraints': ['PRIMARY KEY']}, 'salesquota': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"3,2011-05-31 00:00:00,USD,BRL,1.9379,1.9419,2011-05-31 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"183,969985265,adventure-works\barbara0,Production Technician - WC20,1979-07-02,M,F,2009-01-22,False,17,28,True,045c9cbb-3448-4599-9fa9-6c7a9f82f832,2014-06-30 00:00:00,/3/1/19/3/","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'nationalidnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'loginid': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'jobtitle': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'birthdate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'maritalstatus': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'gender': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'hiredate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'salariedflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'vacationhours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'sickleavehours': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'currentflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'organizationnode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}}"
"42,463 H Stagecoach Rd.,,Kenmore,79,98028,<memory at 0x000001E010B3D180>,782c540d-3ead-4d15-b170-e60616cf125b,2009-01-20 00:00:00","{'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'addressline1': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'addressline2': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'city': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'postalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'spatiallocation': {'type': 'bytea', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"76,SuperiorCard,33337723858818,5,2008,2011-05-31 00:00:00","{'creditcardid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'cardtype': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'cardnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'expmonth': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'expyear': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43668,103,365D-4C9A-BE,4,762,1,419.4589,0,ee1766a8-7f9c-4ecc-83a9-685a428bd0a4,2011-05-31 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'carriertrackingnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'specialofferid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'unitpricediscount': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"147,105,2,82a17f29-d416-4c28-8d40-9498ed7c657c,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43763,5,2011-06-16 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesreasonid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"492,491,11,d0f1af66-3771-4fbe-9e3d-598a07ad65a2,2017-12-13 13:21:08.540000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'personid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'contacttypeid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"2,819-555-0175,3,2008-01-24 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'phonenumber': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'phonenumbertypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"161,7b044ff8-7bc2-42f0-b562-2254c0030981,2017-12-13 13:20:32.023000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"240,996,6,50,2011-06-07 00:00:00,2011-06-18 00:00:00,2011-06-07 00:00:00,2011-06-27 00:00:00,3.0000,36.75,36.75,2011-06-27 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"74,99,2,fb95dc65-7bfd-44a9-a6af-510b7dec121e,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"127,7,3,2009-01-03,,2009-01-02 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'departmentid': {'type': 'smallint', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'shiftid': {'type': 'smallint', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'startdate': {'type': 'date', 'constraints': ['PRIMARY KEY']}, 'enddate': {'type': 'date', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"109,2011-06-08 00:00:00,USD,CNY,8.2783,8.2786,2011-06-08 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"379,1536,15,35.21,36.9705,2011-08-20 00:00:00,1,5,,CTN,2011-08-20 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'averageleadtime': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'standardprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'minorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'maxorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'onorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'unitmeasurecode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"149,QROygmt2UVpD0Fd11a8sBoXipB/Gosap6D/WII9WYto=,aZQFxrY=,fea8c4d1-2c76-4b9b-8762-2f8e96241a10,2009-01-24 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'passwordhash': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'passwordsalt': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"55,508-555-0165,3,2013-12-31 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'phonenumber': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'phonenumbertypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"37,88,2012-01-30 00:00:00,60,356,3.6015,60.00,0.00,2012-01-23 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'purchaseorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'receivedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rejectedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"281,4,250000,3550,0.01,2458535.6169,2073505.9999,35326ddb-7278-4fef-b3ba-ea137b69094e,2011-05-24 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'salesquota': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'bonus': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'commissionpct': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'salesytd': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'saleslastyear': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"SC,Seychelles,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43770,9,2011-06-18 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesreasonid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1664,ANDERSON0001,Anderson's Custom Bikes,1,True,True,,2011-05-09 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'creditrating': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'preferredvendorstatus': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'activeflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchasingwebserviceurl': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"142,BXkaBK9SNwnmu8cn5ad3aG03VG9NisBSqEszPwICJ70=,k1hCRU8=,3d3d180a-cef9-412e-8499-461f74423748,2010-02-25 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'passwordhash': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'passwordsalt': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"33,2011-06-02 00:00:00,USD,EUR,0.961,0.9615,2011-06-02 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"36,776,7,60,2011-06-03 00:00:00,2011-06-14 00:00:00,2011-06-03 00:00:00,2011-06-19 00:00:00,4.0000,49,49,2011-06-19 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
