prompt,response
"43682,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO1566124200,10-4020-000486,29759,275,2,808,808,5,76,96712Vi373,,3875.7229,371.8002,116.1876,4363.7107,,cdc225d3-b639-4217-a7a4-3ded506fcebe,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43683,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO2552113807,10-4020-000506,29497,283,1,889,889,5,13045,76866Vi67506,,42813.4333,4107.1489,1283.484,48204.0662,,f6e2abb3-6ff8-49a6-9506-0b051a4618a0,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43684,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO3393188842,10-4020-000549,29912,279,5,971,971,5,267,37982Vi1394,,5596.4705,537.2612,167.8941,6301.6258,,3a2efba3-34e6-4cb5-b983-cb755aea05da,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43685,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO4176124783,10-4020-000458,30084,279,5,958,958,5,2519,108058Vi13146,,2736.5678,263.201,82.2503,3082.0191,,c8098fe4-2910-4bd3-9251-e9aea7c7d118,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43686,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO5075125561,10-4020-000344,29606,283,1,871,871,5,14612,48152Vi75759,,3463.2998,332.4768,103.899,3899.6756,,65ef22d9-1ad7-40f4-a984-b7f074b7a6cf,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43687,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO4959110829,10-4020-000269,29610,275,2,783,783,5,3235,128163Vi17021,,1258.3767,120.8042,37.7513,1416.9322,,d04c9a8a-85b4-48f5-8ace-d864d7eb94c7,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43688,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO5365136389,10-4020-000161,29718,275,2,771,771,5,12399,88200Vi64099,,12718.0844,1222.8838,382.1512,14323.1194,,596dee2a-abcb-46d0-95b9-e5aff8c6c1f8,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43689,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO5626159507,10-4020-000166,29646,277,4,578,578,5,13054,98228Vi67566,,33997.3702,3271.4942,1022.3419,38291.2063,,d5628c44-bd37-4337-9412-3407c824df71,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43690,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO6235146326,10-4020-000431,29533,275,3,801,801,5,2337,28321Vi12181,,1297.5901,124.2027,38.8133,1460.6061,,68942478-3091-49d6-aa0f-c3a0aa4d49d0,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43691,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO6409111675,10-4020-000292,29570,277,4,592,592,5,242,28360Vi1235,,874.794,83.9802,26.2438,985.018,,2eb93130-1226-4e8b-a2fd-1ad8d951d103,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43692,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO7859187017,10-4020-000221,29992,281,4,1024,1024,5,7176,108529Vi37251,,38510.8973,3696.3979,1155.1244,43362.4196,,edb9e3f0-0b76-4dbc-934e-9dabfba01ee5,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43693,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO8120182325,10-4020-000485,29491,275,5,807,807,5,8937,128548Vi46064,,20541.4072,1969.5564,615.4864,23126.45,,49c3d13d-464f-49d0-b21a-a2c07145ec62,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43694,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO9657130250,10-4020-000315,29549,279,5,943,943,5,7083,118748Vi36747,,20645.634,1978.3257,618.2268,23242.1865,,ceaaa999-7157-449d-8665-142793421294,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43695,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO10179176559,10-4020-000027,29958,279,5,911,911,5,10163,128786Vi52413,,39373.781,3787.4632,1183.5823,44344.8265,,f5fb98a9-a866-42ce-add8-6879231ed1a2,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"43696,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,PO9947131800,10-4020-000603,29849,279,5,977,977,5,1402,98787Vi7192,,419.4589,40.2681,12.5838,472.3108,,7c3e3b6d-e76e-470b-a75e-b20c25f86760,2011-06-07 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': []}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['CHECK']}, 'status': {'type': 'smallint', 'constraints': ['CHECK']}, 'onlineorderflag': {'type': 'boolean', 'constraints': []}, 'purchaseordernumber': {'type': 'character varying', 'constraints': []}, 'accountnumber': {'type': 'character varying', 'constraints': []}, 'customerid': {'type': 'integer', 'constraints': []}, 'salespersonid': {'type': 'integer', 'constraints': []}, 'territoryid': {'type': 'integer', 'constraints': []}, 'billtoaddressid': {'type': 'integer', 'constraints': []}, 'shiptoaddressid': {'type': 'integer', 'constraints': []}, 'shipmethodid': {'type': 'integer', 'constraints': []}, 'creditcardid': {'type': 'integer', 'constraints': []}, 'creditcardapprovalcode': {'type': 'character varying', 'constraints': []}, 'currencyrateid': {'type': 'integer', 'constraints': []}, 'subtotal': {'type': 'numeric', 'constraints': ['CHECK']}, 'taxamt': {'type': 'numeric', 'constraints': ['CHECK']}, 'freight': {'type': 'numeric', 'constraints': ['CHECK']}, 'totaldue': {'type': 'numeric', 'constraints': []}, 'comment': {'type': 'character varying', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
